Team,Event_Id,Event_Time,Sport
Philadelphia Phillies,9714911,2017-04-09 17:35:00+00:00,mlb
Philadelphia Phillies,9714846,2017-04-21 23:05:00+00:00,mlb
Philadelphia Phillies,9714857,2017-07-21 23:05:00+00:00,mlb
Philadelphia Phillies,9714860,2017-06-20 23:05:00+00:00,mlb
Philadelphia Phillies,9714839,2017-07-25 23:05:00+00:00,mlb
Philadelphia Phillies,9714842,2017-09-15 23:05:00+00:00,mlb
Philadelphia Phillies,9714853,2017-08-28 23:05:00+00:00,mlb
Philadelphia Phillies,9714863,2017-08-25 23:05:00+00:00,mlb
Philadelphia Phillies,9714904,2017-08-13 17:35:00+00:00,mlb
Philadelphia Phillies,9714865,2017-08-27 17:35:00+00:00,mlb
Philadelphia Phillies,9714928,2017-07-09 17:35:00+00:00,mlb
Philadelphia Phillies,9714899,2017-04-12 23:05:00+00:00,mlb
Philadelphia Phillies,9714929,2017-07-03 23:05:00+00:00,mlb
Philadelphia Phillies,9714932,2017-07-06 22:05:00+00:00,mlb
Philadelphia Phillies,9714901,2017-08-10 23:05:00+00:00,mlb
Philadelphia Phillies,9714909,2017-04-07 19:05:00+00:00,mlb
Philadelphia Phillies,9714848,2017-04-23 17:35:00+00:00,mlb
Philadelphia Phillies,9714851,2017-07-30 17:35:00+00:00,mlb
Philadelphia Phillies,9714847,2017-04-22 23:05:00+00:00,mlb
Philadelphia Phillies,9714861,2017-06-21 23:05:00+00:00,mlb
Philadelphia Phillies,9714923,2017-09-25 23:05:00+00:00,mlb
Philadelphia Phillies,9714924,2017-09-26 23:05:00+00:00,mlb
Philadelphia Phillies,9714927,2017-07-08 20:05:00+00:00,mlb
Philadelphia Phillies,9714852,2017-07-31 16:35:00+00:00,mlb
Philadelphia Phillies,9714885,2017-04-27 17:05:00+00:00,mlb
Philadelphia Phillies,9714887,2017-08-23 23:05:00+00:00,mlb
Philadelphia Phillies,9714926,2017-07-07 22:35:00+00:00,mlb
Philadelphia Phillies,9714937,2017-05-27 20:05:00+00:00,mlb
Philadelphia Phillies,9714866,2017-06-16 23:05:00+00:00,mlb
Philadelphia Phillies,9714888,2017-08-24 17:05:00+00:00,mlb
Philadelphia Phillies,9714907,2017-09-30 23:05:00+00:00,mlb
Philadelphia Phillies,9714862,2017-06-22 17:05:00+00:00,mlb
Philadelphia Phillies,9714884,2017-04-26 23:05:00+00:00,mlb
Philadelphia Phillies,9714895,2017-04-10 23:05:00+00:00,mlb
Philadelphia Phillies,9714914,2017-05-06 23:05:00+00:00,mlb
Philadelphia Phillies,9714936,2017-05-26 23:05:00+00:00,mlb
Philadelphia Phillies,9714870,2017-09-18 23:05:00+00:00,mlb
Philadelphia Phillies,9714878,2017-06-04 17:35:00+00:00,mlb
Philadelphia Phillies,9714934,2017-06-14 23:05:00+00:00,mlb
Philadelphia Phillies,9714858,2017-07-22 23:05:00+00:00,mlb
Philadelphia Phillies,9714872,2017-09-20 23:05:00+00:00,mlb
Philadelphia Phillies,9714883,2017-04-25 23:05:00+00:00,mlb
Philadelphia Phillies,9714935,2017-06-15 23:05:00+00:00,mlb
Philadelphia Phillies,9714903,2017-08-12 23:05:00+00:00,mlb
Philadelphia Phillies,9714838,2017-07-24 23:05:00+00:00,mlb
Philadelphia Phillies,9714849,2017-07-28 23:05:00+00:00,mlb
Philadelphia Phillies,9714949,2017-05-24 23:05:00+00:00,mlb
Philadelphia Phillies,9714854,2017-08-29 23:05:00+00:00,mlb
Philadelphia Phillies,9714939,2017-05-22 23:05:00+00:00,mlb
Philadelphia Phillies,9714910,2017-04-08 23:05:00+00:00,mlb
Philadelphia Phillies,9714902,2017-08-11 23:05:00+00:00,mlb
Philadelphia Phillies,9714859,2017-07-23 17:35:00+00:00,mlb
Philadelphia Phillies,9714889,2017-09-12 23:05:00+00:00,mlb
New York Mets,9710894,2017-09-25 23:10:00+00:00,mlb
New York Mets,9710935,2017-06-17 20:10:00+00:00,mlb
New York Mets,9710957,2017-06-02 23:10:00+00:00,mlb
New York Mets,9710933,2017-06-16 23:10:00+00:00,mlb
New York Mets,9710958,2017-06-03 23:15:00+00:00,mlb
New York Mets,9710893,2017-04-27 17:10:00+00:00,mlb
New York Mets,9710928,2017-04-22 20:05:00+00:00,mlb
New York Mets,9710917,2017-05-10 17:10:00+00:00,mlb
New York Mets,9710896,2017-09-27 17:10:00+00:00,mlb
New York Mets,9710915,2017-05-08 23:10:00+00:00,mlb
New York Mets,9710937,2017-06-18 17:10:00+00:00,mlb
New York Mets,9710940,2017-09-22 23:10:00+00:00,mlb
New York Mets,9710905,2017-06-12 23:10:00+00:00,mlb
New York Mets,9710916,2017-05-09 23:10:00+00:00,mlb
New York Mets,9710927,2017-04-21 23:10:00+00:00,mlb
New York Mets,9710891,2017-04-25 23:10:00+00:00,mlb
New York Mets,9710895,2017-09-26 23:10:00+00:00,mlb
New York Mets,9710914,2017-08-06 17:10:00+00:00,mlb
New York Mets,9710912,2017-08-04 23:10:00+00:00,mlb
New York Mets,9710970,2017-08-16 23:10:00+00:00,mlb
New York Mets,9710931,2017-06-15 23:10:00+00:00,mlb
New York Mets,9710942,2017-09-23 23:10:00+00:00,mlb
New York Mets,9710907,2017-06-14 23:10:00+00:00,mlb
New York Mets,9710889,2017-04-05 23:10:00+00:00,mlb
New York Mets,9710890,2017-04-06 23:10:00+00:00,mlb
New York Mets,9710906,2017-06-13 23:10:00+00:00,mlb
New York Mets,9710929,2017-04-24 00:00:00+00:00,mlb
New York Mets,9710913,2017-08-05 20:05:00+00:00,mlb
New York Mets,9710971,2017-08-17 23:10:00+00:00,mlb
New York Mets,9710892,2017-04-26 23:10:00+00:00,mlb
New York Mets,9710944,2017-09-24 17:10:00+00:00,mlb
New York Mets,9710959,2017-06-04 17:10:00+00:00,mlb
New York Mets,9710888,2017-04-03 17:10:00+00:00,mlb
New York Mets,9710910,2017-08-23 23:10:00+00:00,mlb
New York Mets,9710908,2017-08-21 23:10:00+00:00,mlb
New York Mets,9710954,2017-09-04 17:10:00+00:00,mlb
New York Mets,9710882,2017-05-19 23:10:00+00:00,mlb
New York Mets,9710883,2017-05-20 23:15:00+00:00,mlb
New York Mets,9710884,2017-05-21 17:10:00+00:00,mlb
New York Mets,9710960,2017-08-08 23:10:00+00:00,mlb
New York Mets,9710961,2017-08-09 16:10:00+00:00,mlb
New York Mets,9710920,2017-04-10 00:00:00+00:00,mlb
New York Mets,9710921,2017-05-05 23:10:00+00:00,mlb
New York Mets,9710965,2017-09-10 17:10:00+00:00,mlb
New York Mets,9710962,2017-09-07 23:10:00+00:00,mlb
New York Mets,9710963,2017-09-08 23:10:00+00:00,mlb
New York Mets,9710964,2017-09-09 23:10:00+00:00,mlb
New York Mets,9710919,2017-04-08 23:10:00+00:00,mlb
New York Mets,9710922,2017-05-06 23:10:00+00:00,mlb
New York Mets,9710923,2017-05-07 17:10:00+00:00,mlb
New York Mets,9710918,2017-04-07 23:10:00+00:00,mlb
New York Mets,9710924,2017-08-18 23:10:00+00:00,mlb
New York Mets,9710925,2017-08-19 23:10:00+00:00,mlb
New York Mets,9710926,2017-08-20 17:10:00+00:00,mlb
New York Mets,9710956,2017-09-06 23:10:00+00:00,mlb
New York Mets,9710950,2017-04-20 23:10:00+00:00,mlb
New York Mets,9710951,2017-06-30 23:10:00+00:00,mlb
New York Mets,9710948,2017-04-18 23:10:00+00:00,mlb
New York Mets,9710952,2017-07-01 20:10:00+00:00,mlb
New York Mets,9710949,2017-04-19 23:10:00+00:00,mlb
New York Mets,9710953,2017-07-02 17:10:00+00:00,mlb
New York Mets,9710955,2017-09-05 23:10:00+00:00,mlb
New York Mets,9710885,2017-07-21 23:10:00+00:00,mlb
New York Mets,9710887,2017-07-23 23:10:00+00:00,mlb
New York Mets,9710886,2017-07-22 23:10:00+00:00,mlb
New York Mets,9710946,2017-05-24 23:10:00+00:00,mlb
New York Mets,9710947,2017-05-25 23:10:00+00:00,mlb
New York Mets,9710945,2017-05-23 23:10:00+00:00,mlb
New York Mets,9710911,2017-08-24 16:10:00+00:00,mlb
New York Mets,9710909,2017-08-22 23:10:00+00:00,mlb
New York Mets,9710900,2017-06-01 17:10:00+00:00,mlb
New York Mets,9710898,2017-05-30 23:10:00+00:00,mlb
New York Mets,9710899,2017-05-31 23:10:00+00:00,mlb
New York Mets,9710901,2017-07-17 23:10:00+00:00,mlb
New York Mets,9710904,2017-07-20 16:10:00+00:00,mlb
New York Mets,9710902,2017-07-18 23:10:00+00:00,mlb
New York Mets,9710903,2017-07-19 23:10:00+00:00,mlb
New York Mets,9710966,2017-07-14 23:10:00+00:00,mlb
New York Mets,9710967,2017-07-15 23:10:00+00:00,mlb
New York Mets,9710968,2017-07-16 17:10:00+00:00,mlb
New York Mets,9710897,2017-05-29 17:10:00+00:00,mlb
Atlanta Braves,9714970,2017-05-18 23:35:00+00:00,mlb
Atlanta Braves,9714969,2017-05-17 23:35:00+00:00,mlb
Atlanta Braves,9728079,2017-03-31 23:35:00+00:00,mlb
Atlanta Braves,9714952,2017-07-05 23:35:00+00:00,mlb
Atlanta Braves,9714972,2017-06-24 20:10:00+00:00,mlb
Atlanta Braves,9714975,2017-05-05 23:35:00+00:00,mlb
Atlanta Braves,9714976,2017-05-06 23:10:00+00:00,mlb
Atlanta Braves,9715013,2017-09-17 17:35:00+00:00,mlb
Atlanta Braves,9715020,2017-09-19 23:35:00+00:00,mlb
Atlanta Braves,9714991,2017-08-21 23:35:00+00:00,mlb
Atlanta Braves,9714992,2017-08-22 23:35:00+00:00,mlb
Atlanta Braves,9715047,2017-08-19 23:10:00+00:00,mlb
Atlanta Braves,9715048,2017-08-20 17:35:00+00:00,mlb
Atlanta Braves,9715021,2017-09-20 23:35:00+00:00,mlb
Atlanta Braves,9715022,2017-09-21 23:35:00+00:00,mlb
Atlanta Braves,9715043,2017-09-05 23:35:00+00:00,mlb
Atlanta Braves,9715044,2017-09-06 23:35:00+00:00,mlb
Atlanta Braves,9715050,2017-08-25 23:35:00+00:00,mlb
Atlanta Braves,9715011,2017-09-15 23:35:00+00:00,mlb
Atlanta Braves,9715051,2017-08-26 23:10:00+00:00,mlb
Atlanta Braves,9715003,2017-09-10 17:35:00+00:00,mlb
Atlanta Braves,9715023,2017-04-14 23:35:00+00:00,mlb
Atlanta Braves,9715024,2017-04-15 23:10:00+00:00,mlb
Atlanta Braves,9715025,2017-04-16 17:35:00+00:00,mlb
Atlanta Braves,9715026,2017-04-17 23:35:00+00:00,mlb
Atlanta Braves,9715016,2017-04-20 23:35:00+00:00,mlb
Atlanta Braves,9715004,2017-05-01 23:35:00+00:00,mlb
Atlanta Braves,9715019,2017-05-21 17:35:00+00:00,mlb
Atlanta Braves,9715037,2017-05-22 23:35:00+00:00,mlb
Atlanta Braves,9715033,2017-09-22 23:35:00+00:00,mlb
Atlanta Braves,9715034,2017-09-23 23:10:00+00:00,mlb
Atlanta Braves,9715017,2017-05-19 23:35:00+00:00,mlb
Atlanta Braves,9715018,2017-05-20 20:10:00+00:00,mlb
Atlanta Braves,9715014,2017-04-18 23:35:00+00:00,mlb
Atlanta Braves,9715015,2017-04-19 23:35:00+00:00,mlb
Atlanta Braves,9714977,2017-05-07 17:35:00+00:00,mlb
Atlanta Braves,9715035,2017-09-24 17:35:00+00:00,mlb
Atlanta Braves,9714993,2017-08-23 23:35:00+00:00,mlb
Atlanta Braves,9714995,2017-06-17 20:10:00+00:00,mlb
Atlanta Braves,9714990,2017-06-22 23:35:00+00:00,mlb
Atlanta Braves,9714998,2017-08-05 23:10:00+00:00,mlb
Atlanta Braves,9715052,2017-08-27 17:35:00+00:00,mlb
Atlanta Braves,9715042,2017-09-04 23:35:00+00:00,mlb
Atlanta Braves,9715032,2017-08-09 23:35:00+00:00,mlb
Atlanta Braves,9715046,2017-08-18 23:35:00+00:00,mlb
Atlanta Braves,9714984,2017-08-01 23:35:00+00:00,mlb
Atlanta Braves,9714997,2017-08-04 23:35:00+00:00,mlb
Atlanta Braves,9714999,2017-08-06 17:35:00+00:00,mlb
Atlanta Braves,9715031,2017-08-08 23:35:00+00:00,mlb
Atlanta Braves,9714983,2017-07-16 17:35:00+00:00,mlb
Atlanta Braves,9714978,2017-07-17 23:35:00+00:00,mlb
Atlanta Braves,9714985,2017-08-02 23:35:00+00:00,mlb
Atlanta Braves,9714986,2017-08-03 23:35:00+00:00,mlb
Atlanta Braves,9714979,2017-07-18 23:35:00+00:00,mlb
Atlanta Braves,9714980,2017-07-19 16:10:00+00:00,mlb
Atlanta Braves,9714987,2017-06-19 23:35:00+00:00,mlb
Atlanta Braves,9715030,2017-06-08 23:35:00+00:00,mlb
Atlanta Braves,9715008,2017-06-09 23:35:00+00:00,mlb
Atlanta Braves,9714981,2017-07-14 23:35:00+00:00,mlb
Atlanta Braves,9714982,2017-07-15 23:10:00+00:00,mlb
Atlanta Braves,9714971,2017-06-23 23:35:00+00:00,mlb
Atlanta Braves,9714973,2017-06-25 17:35:00+00:00,mlb
Atlanta Braves,9714988,2017-06-20 23:35:00+00:00,mlb
Atlanta Braves,9714989,2017-06-21 23:35:00+00:00,mlb
Atlanta Braves,9714951,2017-07-04 23:35:00+00:00,mlb
Atlanta Braves,9714996,2017-06-18 17:35:00+00:00,mlb
Atlanta Braves,9715005,2017-05-02 23:35:00+00:00,mlb
Atlanta Braves,9715006,2017-05-03 23:35:00+00:00,mlb
Atlanta Braves,9715007,2017-05-04 23:35:00+00:00,mlb
Atlanta Braves,9715012,2017-09-16 23:10:00+00:00,mlb
Atlanta Braves,9715040,2017-05-25 16:10:00+00:00,mlb
Atlanta Braves,9715027,2017-06-05 23:35:00+00:00,mlb
Atlanta Braves,9715000,2017-09-07 23:35:00+00:00,mlb
Atlanta Braves,9715001,2017-09-08 23:35:00+00:00,mlb
Atlanta Braves,9715002,2017-09-09 23:10:00+00:00,mlb
Atlanta Braves,9715028,2017-06-06 23:35:00+00:00,mlb
Atlanta Braves,9715029,2017-06-07 23:35:00+00:00,mlb
Atlanta Braves,9715009,2017-06-10 20:10:00+00:00,mlb
Atlanta Braves,9715010,2017-06-11 17:35:00+00:00,mlb
Atlanta Braves,9714994,2017-06-16 23:35:00+00:00,mlb
Atlanta Braves,9715038,2017-05-23 23:35:00+00:00,mlb
Atlanta Braves,9715039,2017-05-24 23:35:00+00:00,mlb
San Francisco Giants,9705272,2017-07-26 02:15:00+00:00,mlb
San Francisco Giants,9705294,2017-09-13 02:15:00+00:00,mlb
San Francisco Giants,9705237,2017-05-16 02:15:00+00:00,mlb
San Francisco Giants,9705240,2017-05-27 02:15:00+00:00,mlb
San Francisco Giants,9705273,2017-07-26 19:45:00+00:00,mlb
San Francisco Giants,9705295,2017-09-14 02:15:00+00:00,mlb
San Francisco Giants,9705281,2017-08-09 19:45:00+00:00,mlb
San Francisco Giants,9705246,2017-06-01 02:15:00+00:00,mlb
San Francisco Giants,9705271,2017-07-25 02:15:00+00:00,mlb
San Francisco Giants,9705279,2017-08-08 02:15:00+00:00,mlb
San Francisco Giants,9705293,2017-09-12 02:15:00+00:00,mlb
San Francisco Giants,9705255,2017-06-24 23:15:00+00:00,mlb
San Francisco Giants,9705280,2017-08-09 02:15:00+00:00,mlb
San Francisco Giants,9705238,2017-05-17 02:15:00+00:00,mlb
San Francisco Giants,9705241,2017-05-28 02:05:00+00:00,mlb
San Francisco Giants,9705220,2017-04-26 02:15:00+00:00,mlb
San Francisco Giants,9705239,2017-05-17 19:45:00+00:00,mlb
San Francisco Giants,9705245,2017-05-31 02:15:00+00:00,mlb
San Francisco Giants,9705256,2017-06-25 20:05:00+00:00,mlb
San Francisco Giants,9705218,2017-04-25 02:15:00+00:00,mlb
San Francisco Giants,9705254,2017-06-24 02:15:00+00:00,mlb
San Francisco Giants,9705222,2017-04-27 02:15:00+00:00,mlb
San Francisco Giants,9705244,2017-05-29 20:05:00+00:00,mlb
San Francisco Giants,9705242,2017-05-28 20:05:00+00:00,mlb
San Francisco Giants,9705223,2017-04-27 19:45:00+00:00,mlb
San Francisco Giants,9736349,2017-03-31 02:15:00+00:00,mlb
San Francisco Giants,9705274,2017-08-03 02:15:00+00:00,mlb
San Francisco Giants,9705275,2017-08-04 02:15:00+00:00,mlb
San Francisco Giants,9736351,2017-04-01 02:15:00+00:00,mlb
San Francisco Giants,9705229,2017-04-30 01:05:00+00:00,mlb
San Francisco Giants,9705269,2017-07-22 20:05:00+00:00,mlb
San Francisco Giants,9705302,2017-09-30 20:05:00+00:00,mlb
San Francisco Giants,9705267,2017-07-21 02:15:00+00:00,mlb
San Francisco Giants,9705270,2017-07-23 20:05:00+00:00,mlb
San Francisco Giants,9705268,2017-07-22 02:15:00+00:00,mlb
San Francisco Giants,9705301,2017-09-30 02:15:00+00:00,mlb
San Francisco Giants,9705233,2017-05-12 02:15:00+00:00,mlb
San Francisco Giants,9705234,2017-05-13 02:15:00+00:00,mlb
San Francisco Giants,9705235,2017-05-13 20:05:00+00:00,mlb
San Francisco Giants,9705236,2017-05-14 20:05:00+00:00,mlb
San Francisco Giants,9705263,2017-07-09 20:05:00+00:00,mlb
San Francisco Giants,9705261,2017-07-09 02:05:00+00:00,mlb
San Francisco Giants,9705260,2017-07-08 02:15:00+00:00,mlb
San Francisco Giants,9705284,2017-08-20 01:05:00+00:00,mlb
San Francisco Giants,9705282,2017-08-18 02:15:00+00:00,mlb
San Francisco Giants,9705285,2017-08-20 20:05:00+00:00,mlb
San Francisco Giants,9705283,2017-08-19 02:15:00+00:00,mlb
San Francisco Giants,9705250,2017-06-11 20:05:00+00:00,mlb
San Francisco Giants,9705296,2017-09-16 02:15:00+00:00,mlb
San Francisco Giants,9705297,2017-09-17 01:05:00+00:00,mlb
San Francisco Giants,9705207,2017-04-10 20:35:00+00:00,mlb
San Francisco Giants,9705208,2017-04-12 02:15:00+00:00,mlb
San Francisco Giants,9705277,2017-08-06 01:05:00+00:00,mlb
San Francisco Giants,9705248,2017-06-10 02:15:00+00:00,mlb
San Francisco Giants,9705249,2017-06-10 20:05:00+00:00,mlb
San Francisco Giants,9705227,2017-04-29 02:15:00+00:00,mlb
San Francisco Giants,9705230,2017-04-30 20:05:00+00:00,mlb
San Francisco Giants,9705303,2017-10-01 19:05:00+00:00,mlb
San Francisco Giants,9705209,2017-04-13 02:15:00+00:00,mlb
San Francisco Giants,9705278,2017-08-06 20:05:00+00:00,mlb
San Francisco Giants,9705276,2017-08-05 02:15:00+00:00,mlb
San Francisco Giants,9705298,2017-09-17 20:05:00+00:00,mlb
San Francisco Giants,9705300,2017-09-20 19:45:00+00:00,mlb
San Francisco Giants,9705211,2017-04-15 02:15:00+00:00,mlb
San Francisco Giants,9705257,2017-06-27 02:15:00+00:00,mlb
San Francisco Giants,9705210,2017-04-14 02:15:00+00:00,mlb
San Francisco Giants,9705299,2017-09-20 02:15:00+00:00,mlb
San Francisco Giants,9705216,2017-04-16 20:05:00+00:00,mlb
San Francisco Giants,9705214,2017-04-15 20:05:00+00:00,mlb
San Francisco Giants,9705258,2017-06-28 02:15:00+00:00,mlb
San Francisco Giants,9705259,2017-06-28 19:45:00+00:00,mlb
San Francisco Giants,9705289,2017-09-01 02:15:00+00:00,mlb
San Francisco Giants,9705290,2017-09-02 02:15:00+00:00,mlb
San Francisco Giants,9705291,2017-09-02 20:05:00+00:00,mlb
San Francisco Giants,9705264,2017-07-18 02:15:00+00:00,mlb
San Francisco Giants,9705265,2017-07-19 02:15:00+00:00,mlb
San Francisco Giants,9705266,2017-07-19 19:45:00+00:00,mlb
San Francisco Giants,9705253,2017-06-14 19:45:00+00:00,mlb
San Francisco Giants,9705286,2017-08-22 02:15:00+00:00,mlb
San Francisco Giants,9705252,2017-06-14 02:15:00+00:00,mlb
San Francisco Giants,9705287,2017-08-23 02:15:00+00:00,mlb
San Francisco Giants,9705288,2017-08-23 19:45:00+00:00,mlb
San Francisco Giants,9705292,2017-09-03 20:05:00+00:00,mlb
Oakland Athletics,9703617,2017-07-01 02:05:00+00:00,mlb
Oakland Athletics,9703620,2017-07-04 01:05:00+00:00,mlb
Oakland Athletics,9703628,2017-07-19 19:35:00+00:00,mlb
Oakland Athletics,9703631,2017-07-30 20:05:00+00:00,mlb
Oakland Athletics,9703639,2017-08-13 20:05:00+00:00,mlb
Oakland Athletics,9703642,2017-08-16 19:35:00+00:00,mlb
Oakland Athletics,9703653,2017-09-24 01:05:00+00:00,mlb
Oakland Athletics,9703606,2017-06-06 02:05:00+00:00,mlb
Oakland Athletics,9703598,2017-05-20 01:35:00+00:00,mlb
Oakland Athletics,9703590,2017-04-23 20:05:00+00:00,mlb
Oakland Athletics,9703587,2017-04-21 02:05:00+00:00,mlb
Oakland Athletics,9703578,2017-04-05 02:05:00+00:00,mlb
Oakland Athletics,9703646,2017-09-04 20:05:00+00:00,mlb
Oakland Athletics,9703623,2017-07-15 02:05:00+00:00,mlb
Oakland Athletics,9703577,2017-04-04 02:05:00+00:00,mlb
Oakland Athletics,9703635,2017-08-09 19:35:00+00:00,mlb
Oakland Athletics,9703589,2017-04-22 20:05:00+00:00,mlb
Oakland Athletics,9731906,2017-04-01 19:05:00+00:00,mlb
Oakland Athletics,9703626,2017-07-18 02:05:00+00:00,mlb
Oakland Athletics,9703648,2017-09-06 19:35:00+00:00,mlb
Oakland Athletics,9703651,2017-09-10 20:05:00+00:00,mlb
Oakland Athletics,9703579,2017-04-06 02:05:00+00:00,mlb
Oakland Athletics,9703582,2017-04-15 20:05:00+00:00,mlb
Oakland Athletics,9703591,2017-05-06 02:05:00+00:00,mlb
Oakland Athletics,9703594,2017-05-09 02:05:00+00:00,mlb
Oakland Athletics,9703602,2017-05-24 19:35:00+00:00,mlb
Oakland Athletics,9703611,2017-06-17 20:05:00+00:00,mlb
Oakland Athletics,9703633,2017-08-02 02:05:00+00:00,mlb
Oakland Athletics,9703655,2017-09-26 02:05:00+00:00,mlb
Oakland Athletics,9703596,2017-05-10 19:35:00+00:00,mlb
Oakland Athletics,9703637,2017-08-12 02:05:00+00:00,mlb
Oakland Athletics,9703640,2017-08-15 02:05:00+00:00,mlb
Oakland Athletics,9703638,2017-08-13 01:05:00+00:00,mlb
Oakland Athletics,9703627,2017-07-19 02:05:00+00:00,mlb
Oakland Athletics,9703603,2017-06-03 02:05:00+00:00,mlb
Oakland Athletics,9703614,2017-06-21 02:05:00+00:00,mlb
Oakland Athletics,9703652,2017-09-23 02:05:00+00:00,mlb
Oakland Athletics,9703601,2017-05-24 02:05:00+00:00,mlb
Oakland Athletics,9703609,2017-06-16 02:05:00+00:00,mlb
Oakland Athletics,9703588,2017-04-22 02:05:00+00:00,mlb
Oakland Athletics,9703599,2017-05-20 20:05:00+00:00,mlb
Oakland Athletics,9703607,2017-06-07 02:05:00+00:00,mlb
Oakland Athletics,9703610,2017-06-17 01:35:00+00:00,mlb
Oakland Athletics,9703621,2017-07-04 20:05:00+00:00,mlb
Oakland Athletics,9703632,2017-08-01 02:05:00+00:00,mlb
Oakland Athletics,9703583,2017-04-16 20:05:00+00:00,mlb
Oakland Athletics,9703613,2017-06-20 02:05:00+00:00,mlb
Oakland Athletics,9703592,2017-05-07 01:05:00+00:00,mlb
Oakland Athletics,9703608,2017-06-07 19:35:00+00:00,mlb
Oakland Athletics,9703616,2017-06-22 19:35:00+00:00,mlb
Oakland Athletics,9703630,2017-07-30 01:05:00+00:00,mlb
Oakland Athletics,9703641,2017-08-16 02:05:00+00:00,mlb
Oakland Athletics,9703650,2017-09-09 20:05:00+00:00,mlb
Oakland Athletics,9703585,2017-04-19 02:05:00+00:00,mlb
Oakland Athletics,9703649,2017-09-09 02:05:00+00:00,mlb
Oakland Athletics,9703636,2017-08-11 02:05:00+00:00,mlb
Oakland Athletics,9703586,2017-04-19 19:35:00+00:00,mlb
Oakland Athletics,9703597,2017-05-19 02:05:00+00:00,mlb
Oakland Athletics,9703605,2017-06-04 20:05:00+00:00,mlb
Oakland Athletics,9703584,2017-04-18 02:05:00+00:00,mlb
Oakland Athletics,9703595,2017-05-10 02:05:00+00:00,mlb
Oakland Athletics,9703647,2017-09-06 02:05:00+00:00,mlb
Oakland Athletics,9703604,2017-06-03 20:05:00+00:00,mlb
Oakland Athletics,9703625,2017-07-16 20:05:00+00:00,mlb
Oakland Athletics,9703612,2017-06-18 20:05:00+00:00,mlb
Oakland Athletics,9703634,2017-08-09 02:05:00+00:00,mlb
Oakland Athletics,9703656,2017-09-27 02:05:00+00:00,mlb
Oakland Athletics,9703643,2017-08-26 02:05:00+00:00,mlb
Oakland Athletics,9703600,2017-05-21 20:05:00+00:00,mlb
Oakland Athletics,9703657,2017-09-27 19:35:00+00:00,mlb
Oakland Athletics,9703644,2017-08-26 20:05:00+00:00,mlb
Oakland Athletics,9703580,2017-04-06 19:35:00+00:00,mlb
Oakland Athletics,9703629,2017-07-29 02:05:00+00:00,mlb
Oakland Athletics,9703654,2017-09-24 20:05:00+00:00,mlb
Oakland Athletics,9703624,2017-07-16 01:05:00+00:00,mlb
Oakland Athletics,9703619,2017-07-02 20:05:00+00:00,mlb
Oakland Athletics,9703622,2017-07-05 19:35:00+00:00,mlb
Oakland Athletics,9703593,2017-05-07 20:05:00+00:00,mlb
Oakland Athletics,9703645,2017-08-27 20:05:00+00:00,mlb
Oakland Athletics,9703618,2017-07-01 20:05:00+00:00,mlb
Oakland Athletics,9703581,2017-04-15 02:05:00+00:00,mlb
Oakland Athletics,9703615,2017-06-22 02:05:00+00:00,mlb
New York Yankees,9708726,2017-05-24 23:05:00+00:00,mlb
New York Yankees,9708615,2017-05-01 23:05:00+00:00,mlb
New York Yankees,9708616,2017-05-02 23:05:00+00:00,mlb
New York Yankees,9708596,2017-06-20 23:05:00+00:00,mlb
New York Yankees,9708626,2017-07-08 17:05:00+00:00,mlb
New York Yankees,9708637,2017-08-14 23:05:00+00:00,mlb
New York Yankees,9708640,2017-04-29 17:05:00+00:00,mlb
New York Yankees,9708648,2017-09-16 20:05:00+00:00,mlb
New York Yankees,9708673,2017-04-12 17:05:00+00:00,mlb
New York Yankees,9708714,2017-09-03 17:05:00+00:00,mlb
New York Yankees,9708597,2017-06-21 23:05:00+00:00,mlb
New York Yankees,9708627,2017-07-09 17:05:00+00:00,mlb
New York Yankees,9708630,2017-04-17 00:05:00+00:00,mlb
New York Yankees,9708638,2017-08-15 23:05:00+00:00,mlb
New York Yankees,9708649,2017-09-17 17:05:00+00:00,mlb
New York Yankees,9708696,2017-06-07 23:05:00+00:00,mlb
New York Yankees,9708635,2017-08-26 17:05:00+00:00,mlb
New York Yankees,9708646,2017-09-14 23:05:00+00:00,mlb
New York Yankees,9708679,2017-07-27 23:05:00+00:00,mlb
New York Yankees,9708682,2017-07-29 17:05:00+00:00,mlb
New York Yankees,9708712,2017-09-02 17:05:00+00:00,mlb
New York Yankees,9708723,2017-05-22 23:05:00+00:00,mlb
New York Yankees,9708614,2017-05-28 17:05:00+00:00,mlb
New York Yankees,9708625,2017-07-07 23:05:00+00:00,mlb
New York Yankees,9708636,2017-08-27 17:05:00+00:00,mlb
New York Yankees,9708647,2017-09-15 23:05:00+00:00,mlb
New York Yankees,9708661,2017-06-23 23:05:00+00:00,mlb
New York Yankees,9708669,2017-04-10 17:05:00+00:00,mlb
New York Yankees,9708694,2017-06-06 23:05:00+00:00,mlb
New York Yankees,9708724,2017-05-23 23:05:00+00:00,mlb
New York Yankees,9708735,2017-08-01 23:05:00+00:00,mlb
New York Yankees,9708746,2017-09-20 17:05:00+00:00,mlb
New York Yankees,9708598,2017-06-22 23:05:00+00:00,mlb
New York Yankees,9708606,2017-05-11 23:05:00+00:00,mlb
New York Yankees,9708617,2017-05-03 23:05:00+00:00,mlb
New York Yankees,9708608,2017-05-13 17:05:00+00:00,mlb
